filepath,class,l1,l2,l3,l1_idx,l2_idx,l3_idx,class_idx,split
data/1x1/3JBU_598.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/3JBV_599.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/3JBV_600.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/3JCD_601.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/3JCD_602.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/3JCE_603.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/3JCS_604.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/3JCS_605.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/3JCT_607.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/3JCT_608.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4C4Q_655.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4CE4_656.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4CE4_657.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4CSU_658.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4CXG_659.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4CXH_660.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D5L_661.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D5N_662.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4D5Y_663.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D5Y_664.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D5Y_665.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D5Y_666.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D5Y_667.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D61_668.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D61_669.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D67_670.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D67_671.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D67_672.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D67_673.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4D67_674.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UE5_1083.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UE5_1084.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UE5_1085.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJC_1086.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJC_1087.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJC_1088.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJC_1089.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJC_1090.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJC_1091.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJC_1092.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJC_1093.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJD_1094.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJD_1095.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJD_1096.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJD_1097.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJD_1098.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJD_1099.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJD_1100.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJD_1101.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJE_1102.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJE_1103.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJE_1104.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJE_1105.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJE_1106.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UJE_1107.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4UY8_1108.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4UY8_1109.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V19_1110.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V19_1111.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V4N_1132.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V4N_1133.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V4N_1134.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V4N_1135.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V4V_1142.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V4V_1143.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V4V_1144.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V5H_1185.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V5M_1191.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V5M_1192.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V5M_1193.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V5N_1195.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V69_1235.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V6K_1254.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V6L_1255.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V6M_1256.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V6N_1257.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V6N_1258.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V6N_1259.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V6O_1260.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V6O_1261.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V6P_1262.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V6P_1263.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V6P_1264.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V6Q_1265.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V6Q_1266.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V6Q_1267.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/4V6R_1268.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V6R_1269.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V6R_1270.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V6S_1271.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V6S_1272.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V6T_1273.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V6V_1274.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V6Y_1275.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V6Y_1276.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V6Z_1277.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V70_1278.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V70_1279.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V71_1280.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V71_1281.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V72_1282.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V72_1283.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V73_1284.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V73_1285.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V74_1286.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V74_1287.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V74_1288.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V75_1289.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V75_1290.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V76_1291.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V77_1292.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V77_1293.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V78_1294.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V78_1295.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V79_1296.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V79_1297.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7A_1298.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V7A_1299.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V7B_1300.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V7B_1301.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V7B_1302.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/4V7E_1303.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1304.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1305.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1306.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1307.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1308.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1309.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1310.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1311.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1312.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1313.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7E_1314.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/4V7I_1315.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5A2Q_1599.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5A2Q_1600.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5A2Q_1601.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5A2Q_1602.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5A2Q_1603.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5A2Q_1604.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5A2Q_1605.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5A2Q_1606.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5A9Z_1607.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5AA0_1608.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/5AFI_1609.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5AJ0_1620.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5AJ0_1621.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5AJ3_1623.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5AJ4_1624.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5AJ4_1625.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5AJ4_1626.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5AKA_1627.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/5ANC_1631.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5APN_1632.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5APN_1633.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5APN_1634.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5APN_1635.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5APN_1636.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5APO_1637.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/5APO_1638.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/5APO_1639.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/5APO_1640.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/5FLX_1665.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5FLX_1666.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5FLX_1667.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5FLX_1668.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5FLX_1669.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5FLX_1670.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5FLX_1671.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5GAE_1672.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5GAK_1673.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5GAK_1674.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5GAK_1675.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5GAK_1676.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5GAK_1677.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5H1S_1678.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5H4P_1679.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5H4P_1680.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5H4P_1681.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5H4P_1682.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5H4P_1683.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5H4P_1684.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5H4P_1685.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5IMQ_1707.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5IMQ_1708.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5IMR_1709.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5IQR_1710.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5IQR_1711.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5JB3_1715.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5JBH_1716.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5JPQ_1717.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5JTE_1718.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5JU8_1719.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5K0Y_1724.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5K0Y_1725.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5K0Y_1726.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5K0Y_1727.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5K0Y_1728.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5K0Y_1729.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5K0Y_1730.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5K0Y_1731.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5KPS_1737.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5KPV_1738.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5KPW_1739.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5KPX_1740.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/5L3P_1741.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LL6_1744.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LL6_1745.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LL6_1746.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LL6_1747.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LL6_1748.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LMQ_1749.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LMQ_1750.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LZB_1751.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/5LZC_1752.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LZD_1753.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,test
data/1x1/5LZE_1754.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LZF_1755.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,val
data/1x1/5LZS_1757.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LZS_1759.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LZS_1760.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LZS_1761.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
data/1x1/5LZS_1762.mrc,1x1,internal_loop,symmetric,1x1,1,1,5,5,train
